Title,Post ID,URL,Price,Description,Days Posted,Location
Investors welcome,7569851505,https://mcallen.craigslist.org/reo/7569851505.html,N/A,"12 Lot Layout (total of 2.24 acres) in Mission Tx near Mission Library ready to build -townhouses,multifamily,residential  has alot of potential in the right hands text for more information 956nine2nine797three 360K OBO",11 days ago,N/A
"WANT YOUR NEXT CASH FLOW MULTI-FAMILY PROPERTY!! (SAN ANTONIO,TX)",7572521367,https://sanantonio.craigslist.org/reb/7572521367.html,"$5,000 ","*This off market-Duplex property has been recently Updated and is Cash Flowing over 2000 a month. Awesome Buy and Hold property to add to your Rental Portfolio.  *No Other active Duplexes available, both Units are 2/1 *Current Rents: 1050 & 1030 (Market Rents 850), current rents are ABOVE market rents! *Electrical is separately metered, Water is NOT separately metered.  🏡2 BED 1 BATH EACH UNIT 📍78220 💰UNDER $230K  Contact me for access and more information!!  ***CALL OR MESSAGE ME:  show contact info  *** SE HABLA ESPANOL 🗣️ LREA:794840 NO WHOLESALERS 🚫 / END-BUYER ONLY✅",a day ago,N/A
Multi-Family Property For Sale,7568279065,https://sanantonio.craigslist.org/reb/7568279065.html,"$269,000 ","Multi-Familly each side has 2bed 1 bath, Rents $1200-$1300 each Recently Renovated Duplex for Sale! Excellent location only five minutes from downtown! Newly renovated Duplex is ready for you and/or your tenants! Bright open floor concept with good sized living room and bedrooms. New modern laminate flooring, fresh paint inside and out! Would be a great rental added to a portfolio or a fantastic AirBnb. Easy to show. Your property is an easy commute to many popular San Antonio Attractions such as JFK Memorial, Mission Concepcion, Confluence Park, The Riverwalk, La Villita Historic Village and much more.",15 days ago,grennwood
Multi-Family Property For Sale!,7568274346,https://sanantonio.craigslist.org/reb/7568274346.html,"$269,000 ","cently Renovated Duplex for Sale! Excellent location only five minutes from downtown! Newly renovated Duplex is ready for you and/or your tenants! Bright open floor concept with good sized living room and bedrooms. New modern laminate flooring, fresh paint inside and out! Would be a great rental added to a portfolio or a fantastic AirBnb. Easy to show. Your property is an easy commute to many popular San Antonio Attractions such as JFK Memorial, Mission Concepcion, Confluence Park, The Riverwalk, La Villita Historic Village and much more. Multi-Family, each side has 2 beds 1 bath. Rents $1200-$1300 each unit.",15 days ago,N/A
Fix and flips funding (San Antonio),7570715907,https://sanantonio.craigslist.org/reb/7570715907.html,N/A,"First Banc Capital has a great Fix and Flip or New Construction program.   PLEASE NOTE YOU CANNOT BUY or BUILD A HOME TO LIVE IN ( NON-OWNER OCCUPIED    Fix and flip single loans $75k to $3mm No Pre-Payment Penalty  Funding up to 90% of Purchase price 90% of rehab. (Max 75% ARV) Minimum credit score 600  New Construction Financing Ground up construction for developers and Investors. loan Amounts $75K to $3mm Funding up to 75% of land Value (Land must be already improved/developed for use) Funding up to 90% of Construction cost ( Max 75% ARV) Minimum Credit score 620  These Loans are for NON-OWNER OCCUPIED: Single family residences, 2-4 family units, Condo's Townhomes, Multi-family properties up to 30 units and Ground-up construction.  First Banc Capital Offices in Columbus Ohio and Atlanta Georgia  Call or text show contact info   www.firstbanccapital.com  like us on Facebook at https://www.facebook.com/firstbanccapital/  Lending in Nationwide.",8 days ago,N/A
TURNKEY DUPLEX CASH FLOWING OPPORTUNITY (CASH ONLY) (SAN ANTONIO),7570355050,https://sanantonio.craigslist.org/reb/7570355050.html,N/A,"SAN ANTONIO (78220)  If you're looking for your next Multi-Family opportunity this is the property for you. Turnkey Duplex Investment Opportunity. This property has been recently Updated and is Cash Flowing over 2000 a month. Awesome Buy and Hold property to add to your Rental Portfolio.  SELLING AS-IS. CASH OR HARD MONEY!  SPECS: BED: 4 BATH: 2 SQFT: 1,444 LOT SIZE: 7,500 YEAR BUILD: 1986  REHAB NOTES: This is for investment purposes. This will need repairs and updates.  Selling at a discount but must close quick & buy in cash or hard money only. NO WHOLESALERS.  Selling Terms: Cash/Hard Money. Must close quickly. No option.  Jennifer Boubel show contact info  New Western License # TX 778974 | Brokerage # 9000195  If you are interested in receiving exclusive off-market properties a week directly to your inbox, call now or submit your info in the link below:  https://form.jotform.com/220587473337159 (Copy & paste the link above)",9 days ago,N/A
MF33 LOT AT A DISCOUNT! [CASH ONLY] (SAN ANTONIO),7559976068,https://sanantonio.craigslist.org/reb/7559976068.html,N/A,"NEW BUILD MULTI-FAMILY INVESTMENT OPPORTUNITY IN SAN ANTONIO (78202)  OFF MARKET LOT  ZONED MF-33  This property at its' size and zoning is one of the CHEAPEST lots to sell in this area in the past year as well as the cheapest available lot!  SELLING AS-IS. CASH OR HARD MONEY ONLY!  LOT SIZE: 5,332  Selling Terms: Cash/Hard Money. Must close quickly. No option.  Jennifer Boubel show contact info  New Western   If you are interested in receiving exclusive off-market properties a week directly to your inbox, call now or submit your info in the link below:  https://form.jotform.com/220587473337159 (Copy & paste the link above)",about a month ago,N/A
MULTI-FAMILY LOT FOR SALE- DOWNTOWN MCALLEN (DOWNTOWN MCALLEN TX),7558915037,https://mcallen.craigslist.org/reo/7558915037.html,"$75,000 ","OCATION LOCATION LOCATION!!!! Multy Faimily Lot for sale in Downtown Mcallen1 Good to build a duplex or treplex.  Price $75,000 No owner finance.  Please call or text for more information to  show contact inf",about a month ago,17th 1/2 St
"MULTI-FAMILY LOT FOR SALE- DOWNTOWN MCALLEN $75,000 (DOWNTOWN MCALLEN TX)",7559942673,https://mcallen.craigslist.org/reo/7559942673.html,"$75,000 ","GREAT LOCATION! Multy Faimily Lot for sale in Downtown Mcallen1 Good to build a duplex or treplex. Price $75,000 No owner finance. Please call or text for more information to  show contact inf",about a month ago,S 17th 1/2 St
RENT-TO-OWN HACIENDA / CABIN 1 BEDROOM 1 BATH W/ River Access $988 (Medina River Access Spring 2023  Minutes S. DT San Antonio),7565839675,https://sanantonio.craigslist.org/reo/7565839675.html,$678 ,"ASH DISCOUNTS OR RENT-TO-OWN-HOME, PERFECT CREDIT NOT NECESSARY FREE APPLICATION  RENT-TO-OWN QUALITY WELL BUILT COTTAGES = = SPECIAL LENDERS READY TO GO  GREAT FINANCING RATES = = CREDIT DOES NOT HAVE TO BE PERFECT  SOME EXPLAINABLE WRITE-OFFS ACCEPTED  YOUR LAND OR OURS DELIVERED SET UP  OPERATORS STANDING BY TO HELP YOU  RENT-TO-OWN LARGER HOMES FROM $1,144  TIME TO OWN YOUR OWN  FREE APPLICATION  EASY PEASY  LET'S DO IT  MORE INFO  CALL/TEXT  24/7  Hacienda / Cabin From $678 Per Month Set Up On Your Land, Or Our Medina River Access Property Opening Spring 2023 For Only $988 MO  Your Cabin Payment And Land Lease. Furnished With Brand New Efficient HAVC, All Kitchen Appliances, Drapes, & Miniblinds. Top Notch Conventional Building Materials And Built With  Craftsmanship. There are lots of attractions, Parks And Historical Sites Super Close By Including The Missions.  Pictured Above Our Affordable Tiny Home Available Now. Home model has 1 bedroom with 1 bath. With over 399 square feet of space, this high-quality Tiny Guesthouse is built to please, with abundant countertop and cabinet space, residential home construction features, and dozens of amenities & standard home features that other manufacturers leave out. Also, can be used as hacienda, studio, mother-in-law suites, ranch house get-a-way, farmhouse, hunting / fishing lodge, or money-making rental.   3-D VIRTUAL TOUR CABIN PICTURED ABOVE:       https://youtu.be/W7Jkg1pBDhA  Studio-5 Bedrooms Also Available  AWESOME COMMUNITY OPENNING UP SPRING 2023 LOADED WITH RIVER AND 4X4 ADVENTURES   JUST SOUTH OF SAN ANTONIO, A BRAND NEW HOME AND  CABIN COMMUNITY OPENING SPRING 2023. NOTE OUR HOMES CAN BE MOVED TO YOUR PROPERTY OR ANYWHERE IN THE HILL COUNTRY OR SOUTH TEXAS  MEDINA RIVER ACESS LOTS OPENNING SPRING 2023  ONLY 30 0F 50 LOTS LEFT AVAILABLE, REALISTICALLY SOLD OUT BY END OF JANUARY - FEBRUARY 2023 -- AFFORDBLE & AMAZING INVESTMENT OPPORTUNITY! ALL RESIDENTS OF MRV HAVE MILES OF ONSITE WALKING TRAILS PLUS YOU BECOME MEMBERS OF (281 COUNTRY CLUB) CAMPING GROUNDS INCLUDING  LOCATED ON OUR NEXT DOOR SISTER GROUND.  ""Never Lose The Kid In You... Lose Yourself Outdoors 4x4 Mudding, ATV / UTV / Dirt Bike Trails, Grilling, Events, Concerts, Camping Tent/RV""  281 COUNTRY CLUB  INCLUDES 4x4 LIFTED TRUCK ADVENTURES PLUS 4-WHEELERS FOR CHILDREN AND ADULTS TO ENJOY HILL CLIMBING PLUS HAULING THROUGH THE INCREDIBLY FUN MUD PITS - - ADVENTUROUS TIME OF YOUR LIFE   OUR MEDINA RIVER ACCESS PROPERTY CONVENIENT SOUTH SAN ANTONIO LOCATION   281 Country Club .02 Miles Away, Navistar Truck Manufacturing 1.7 Miles Away, Lake Mitchel 1.8 Miles Away, Mission Del Lago Golf Course 2.6 miles, TJX Max Distribution Warehouse 3.7 Miles,  Toyota Motor Manufacturing 4.2 Miles, 2 Walmart's 6 Miles Away, Texas A&M  8.2 Miles, Victor Braunig Lake 11 Miles, Fort Sam Houston 13 Miles, Shops At River Center 16, The Alamo 17, UTSA Downtown Campus 17.4, Lackland Air Force Base 19 Miles, Brook Medical Hospital 20, Historic Market Square 20 Miles, Pappadeaux Sea Food, Sea World 26, Fiesta Texas 33   Other Models Available From $478  GET YOU APPROVED TODAY FOR A BRAND-NEW MODERN HOME  We Work With All Credit Situations. All Financing Can Get Approved! HIGHER SCORES = LOW DOWN PAYMENTS AND LOWER MONTHLY PAYMENTS. Lower Scores Just Means More Money Down Or A Higher Annual Percentage Rate. Pick Up The Phone Now. Call Or Text Me Anytime.  Price Includes Kitchen Appliances, Upgraded Energy Saving Package, Delivery, Base Pad, Set Up, Skirting, New Efficient HAVAC System, Energy Efficiency Windows, & More  We Can Help All Credit Situations. Help Me Help You Get Your VERY OWN Happy Home / Mother-In-Law Suites. Plus We Also Have Available:  3-Bedrooms, 4-Bedrooms, 5-Bedrooms, Duplexes, Studios, Mother's Suite, Small Cabin, Tiny Homes, And More In All Best Ares With Community Pools Available, Or Secluded On Your Ranch, Farm, Or Hunting Lodge.  PRICES:  $444 -$1,622 Per Month. Come See Me And Let's Find The Home You And Your Family Will Fall In Love With. Very Friendly - - Easy Peasy Experience.  OTHERS AVAILABLE TOURS  1. 1-BEDROOM 1- BATH EFFICIENT CABINS  https://my.matterport.com/show/?m=NcoGRRRVnsz  2. 2-BEDROOM 1- BATH EFFICIENT CABINS VIRTUAL TOUR  https://my.matterport.com/show/?m=x7aPZMSnR7D  3. 3-BEDROOM 1- BATH EFFICIENT BUNK VIRTUAL TOUR  https://my.matterport.com/show/?m=DW65RZRqQQD  4. LARGER 2- BEDROOM 1 BATH CABIN VIRTUAL TOUR  5. VERY LARGE 3-BEDROOM 2- BATHROOM VIRTUAL TOUR  ONE BEDROOM ONE BATHROOM CABINS CAN RELITIVELY EASILY BE CONVERTED INTO TWO, THREE BEDROOMM, TWO-THREE BATHROOM COTTAGES AT A LATER POINT IN TIME  As You Can See From The Floor Plans Above We Have 1-3 Bedroom, 1-2 Bathroom: Airbnb, Bungalows, Bunk Cabins, Cabins, Duplexes, Fishing Lodges, Granny Pad, Homes, Guest House, Hunting Lodges, In-Law-Suites, Man-Caves, She-Sheds, Vacation House  FOR EXAMPLE YOU CAN START WITH A 1-BEDROOM CABIN / COTTAGE AND THE ARE DESIGNED WITH PORCH ON FRON THAT YOU CAN LATER ADD THE TWO BEDROOM PORCH TO PORCH AND THEY WOULD SHARE THE LIVING ROOM MAKING IT A 3 BEDROOM 3 BATHROOM  $678 - $1,100 1-3 Bedroom, 1-3 Bathroom - 464ft2 - 1,100 Sq Ft CABIN / COTTAGE AWAY FROM HOME OR USE AS RENTALS From $454 MONTH WOULD BE:  1 Bedroom 1 Baths 465 Square Feet  3-D Virtual Tour Link:  https://www.manufacturedhomes.com/home/224940/Legacy-Housing/Fort-Worth/Select-Legacy/S-1244-11A/  This Affordable Tiny Home model has 1 bedrooms with 1 bath. With over 465 square feet of interior space, this high-quality Tiny Guesthouse is built to please, with abundant countertop and cabinet space, residential home construction features, and dozens of amenities & standard home features that other manufacturers leave out.  RELATIVELY EASY TO CONVERT TO LIVE OFF THE GRID  EXTREMELY ENERGY EFFICIENT  Radiant Barrier, Energy Efficient Windows, R-33 Ceiling, R-22 Walls, R-22 Floors, & 21-Seer AC  LIVE OFF THE GRID  Solar Energy Cisterns Installed By Others Or By Buyer - - So Many Reasonable, Affordable & Simple Ways To Make It Happen Videos:  https://youtu.be/GAVWRWta_wQ  CAPTURE FREE WAYER OFF THE GRID  https://youtu.be/l5Y2vCGz2k4  OUR HOMES PACKED WITH FEATURES OTHERS LEAVE OUT  We pack our homes with over 40+ Standard Features. These features built into each home give you the best value for your money. Our competitors skimp on standard features to save you money. Not us, we know what a homeowner wants & we deliver:  ● New Composition Shingle Roof  ● Tapeless Ceilings w/ Blown Texture  ● 50-Gallon Electric Or Gas Water Heater  ● Raised Panel Interior Doors with Metal Door Knobs  ● Post-Form Roll-top Countertops w/ Bullnose Front Edge & Integrated Backsplash  ● Energy Efficient Windows & 33-22-22 Insulation, Plus Radiant Barrier Saves You Money Every Month On Your Utility Bills. Top Notch Built Constructed With Quality Materials To Last A Lifetime  ● New, Rugged, Modern Looking Easy To Clean Decorative Vinyl-Flooring Throughout Energy Efficient Windows & 33-22-22 Insulation, Plus Radiant Barrier Saves You Money Every Month On Your Utility Bills. Top Notch Built Constructed With Quality Materials To Last A Lifetime:  STANDARD FEATURE DETAILS  2x6 Floor Joist 16"" O.C.; Tongue & Groove O.S.B. Floor Decking; Vinyl Siding Never Requires To Be Painted Such As Rooting Wood; Vinyl Thermal Pane Windows; Factory-Select 34"" Steel In-Swing Front Door with Deadbolt; Rear Door with Deadbolt; Composition Shingles; 9' 0"" at Peak Vaulted Ceilings Throughout; Tapeless Ceilings w/ Blown Texture; Raised Panel Interior Doors with Metal Knobs; Decorative Valances Throughout, Living Room, Master Bedroom; Mini-Blinds Throughout; Silent Rocker Electrical Switches; Post-Form Roll-Top Countertops w/ Bullnose Front Edge and Integrated Backsplash; Plentiful Cabinets (Including over Refrigerator) Raised Panel Vinyl-Wrapped Vacuum-Sealed Cabinet Doors (Not Paper); 3/4"" Vinyl-Wrapped Cabinet Stiles (Not Paper); Center Shelves with Vinyl Front Edge Banding in Base Cabinets; Hidden Cabinet Door Hinges; Stainless-Steel Kitchen Sink; Kitchen Pantry (LED Light(s) in Kitchen; Towel Bars and Toilet Tissue Holders in Bathrooms; Medicine Cabinets and Drawers in all Master Baths; Taupe Wire Shelving in Closets and above Washer/Dryer; Satin Nickel Hardware; 30-Gallon Electric Water Heater; Satin Nickel Hardware; Plumbed and Wired for Washer and Dryer; 200-AMP Total Electric; Smoke Detectors Throughout.  ABOUT OUR SISTER PROPERT 281 COUNTRY CLUB   Campground located in South San Antonio, TX right outside the city limits off Hwy 281 inside Loop 1604. All types of camping is allowed: Tents, cars, trailers, RV & Motorhomes, Vans and truck campers, Multiple groups and pets allowed. Our 20 acre, 40 site campground is big enough for large groups and events for any Country Life and Entertainment. Great to do events, concerts, country music, mariachi, bands, rallies, family reunions, church retreat or just a quick getaway. Lots of activities and amenities available: Camping Tent/RV, Biking, Fishing, Hiking, Paddling, Off-road OHV, Climbing, River, BBQ, Grilling, Relaxing, Party, Off-roading, Fishing, Canoeing, Kayaking. Family atmosphere, whether you want Quiet and Peaceful or Loud and Adventurous filled with adrenaline... go 4x4 Mudding, Off-roading riding your Jeep, Truck or any 4x4 vehicle. Trails to ride your ATV / UTV / Polaris RZR / Can Am / Dirt Bike / 4-Wheeler / Bicycle.  ABOUT THE MEDINA RIVER  This underrated gem offers a few advantages over other tubing rivers: It’s never too crowded; its calm, easy flow is great for a lazy float; and the twisting river offers plenty of opportunities for short- to long-range journeys, from two-hour trips to multi-day adventures. The Medina River was named after Pedro de Medina, a Spanish cartographer, by Alonso de León, Spanish governor of Coahuila, New Spain in 1689. It once served as the official boundary between Texas and Coahuila[2] with the San Antonio River being considered its tributary. At that time, the river was called the Medina all the way to the Gulf of Mexico, but now the part below the confluence is called the San Antonio River. The Medina River is located in south central Texas, United States, in the Medina Valley. It was also known as the Rio Mariano, Rio San Jose, or Rio de Bagres (Catfish river). Its source is in springs in the Edwards Plateau in northwest Bandera County, Texas and merges with the San Antonio River in southern Bexar County, Texas, for a course of 120 miles. It contains the Medina Dam in NE Medina County, Texas which restrains Lake Medina. Much of its course is owned and operated by the Bexar-Medina-Atascosa Water District to provide irrigation services to farmers and ranchers.  AREAS WE SERVICE IN TEXAS INCLUDE  Alice 78332, 78333, Bandera 78003, Blanco 78606, Boerne 78006, Braunig Lake 78223, Bulverde 78070, Calaveras Lake 78263, Castroville 78009, Canyon Lake 78070, 78132, 78133, 78623, Comfort 78013, Converse 78109, Cotulla 78014, Dripping Springs 78620, George West 78022, Del Rio 7884, Elmendorf 78112, Helotes 78203, Hondo 78861, Johnson City 78636, Kendalia 78013, 78027, Kerrville 78028, 78029, Kirby 78219, 78244, Kyle LaCoste 78039, Lake Hills, Lakeway 78063, LaVernia 78121, Live Oak 78148, 78233, Lockhart 78644, Luling, Lytle 78052 Marble Falls 78654, Medina Lake, New Braunfels 78130, Pipe Creek 78063, Pleasanton 78064, Robstown 78380, San MARCOS 78656, 78666, 78667, Sattler 78133, Seguin 78121, Schertz 78108, Sisterdale 78006, Spring Branch 78070, Three Rivers 7807, Universal City 78148, Uvalde 78801,78201, 78202, 78203, 78204, 78205, 78207, 78208, 78209, 78210, 78211, 78212, 78213, 78214, 78215, 78216, 78217, 78218, 78219, 78220, 78221, 78222, 78223, 78224, 78225, 78226. 78227, 78228, 78229, 78230, 78231, 78232, 78233, 78234, 78237, 78238, 78239, 78240, 78242, 78243, 78245, 78247, 78248, 78249, 78250, 78251, 78252, 78253, 78254, 78255, 78256, 78257, 78258, 78259, 78260, 78261, 78263,78266  Key Words Our Services: Locating Land For Sale, Lease, Rent-To-Own, Owner Finance, Septic Tank Installation, Mobile Home Transport, Single Wide, Double Wide, Land Texas Hill Country, Airbnb, Farm House, Hunting Lodge, Fishing, River Front Home, Rental, Ocean Front Resort Property, Land Clearing, Excavation, Swimming Pools Available, Construction, Medina Lake Lots Available, Lot Canyon Lake, Lot Spring Branch, Land Guadalupe River Front, Lot Port Aransas, Waterfront Lot, Misdemeanor OK",22 days ago,N/A
